from_ref,to_ref,openbible,souliberty,douay,na27,openbible_votes,generated_reverse,catholic_package
SIR.28.7,ACT.17.30,0,0,0,1,0,0,1
SIR.29.10,JAS.5.3,0,0,0,1,0,0,1
SIR.29.10,MAT.6.20,0,0,0,1,0,0,1
SIR.29.14,HEB.7.22,0,0,0,1,0,0,1
SIR.3.17,JAS.1.21,0,0,0,1,0,0,1
SIR.3.17,JAS.3.13,0,0,0,1,0,0,1
SIR.31.15,MAT.7.12,0,0,0,1,0,0,1
SIR.32.23,1CO.7.19,0,0,0,1,0,0,1
SIR.33.1,MAT.6.13,0,0,0,1,0,0,1
SIR.33.19,HEB.13.7,0,0,0,1,0,0,1
SIR.35.12,ACT.10.34,0,0,0,1,0,0,1
SIR.35.12,ROM.2.11,0,0,0,1,0,0,1
SIR.35.13,GAL.2.6,0,0,0,1,0,0,1
SIR.35.19,2PE.3.9,0,0,0,1,0,0,1
SIR.35.22,LUK.18.7,0,0,0,1,0,0,1
SIR.35.22,MAT.16.27,0,0,0,1,0,0,1
SIR.35.3,2TI.2.19,0,0,0,1,0,0,1
SIR.35.6,PHP.4.18,0,0,0,1,0,0,1
SIR.36.18,1CO.6.13,0,0,0,1,0,0,1
SIR.36.20,ROM.15.8,0,0,0,1,0,0,1
SIR.36.7,ACT.2.11,0,0,0,1,0,0,1
SIR.37.2,MAT.26.38,0,0,0,1,0,0,1
SIR.37.2,MRK.14.34,0,0,0,1,0,0,1
SIR.37.28,1CO.10.23,0,0,0,1,0,0,1
SIR.37.28,1CO.6.12,0,0,0,1,0,0,1
SIR.39.29,REV.8.7,0,0,0,1,0,0,1
SIR.4.1,MRK.10.18,0,0,0,1,0,0,1
SIR.4.27,ROM.13.1,0,0,0,1,0,0,1
SIR.4.31,ACT.20.35,0,0,0,1,0,0,1
SIR.40.15,MAT.12.5,0,0,0,1,0,0,1
SIR.40.15,MRK.4.5,0,0,0,1,0,0,1
SIR.44.12,ROM.9.4,0,0,0,1,0,0,1
SIR.44.16,HEB.11.5,0,0,0,1,0,0,1
SIR.44.18,REV.9.4,0,0,0,1,0,0,1
SIR.44.19,JHN.8.53,0,0,0,1,0,0,1
SIR.44.19,ROM.4.17,0,0,0,1,0,0,1
SIR.44.20,HEB.11.17,0,0,0,1,0,0,1
SIR.44.21,ROM.4.13,0,0,0,1,0,0,1
SIR.45.1,EPH.1.6,0,0,0,1,0,0,1
SIR.46.13,EPH.1.6,0,0,0,1,0,0,1
SIR.46.5,1TI.6.15,0,0,0,1,0,0,1
SIR.48.10,LUK.1.17,0,0,0,1,0,0,1
SIR.48.10,LUK.9.8,0,0,0,1,0,0,1
SIR.48.10,MAT.11.14,0,0,0,1,0,0,1
SIR.48.10,MAT.17.11,0,0,0,1,0,0,1
SIR.48.12,ACT.2.4,0,0,0,1,0,0,1
SIR.48.21,ACT.12.23,0,0,0,1,0,0,1
SIR.48.24,MAT.5.4,0,0,0,1,0,0,1
SIR.48.5,LUK.7.22,0,0,0,1,0,0,1
SIR.5.11,JAS.1.19,0,0,0,1,0,0,1
SIR.5.13,JAS.3.10,0,0,0,1,0,0,1
SIR.5.13,JAS.3.6,0,0,0,1,0,0,1
SIR.5.3,1TH.4.6,0,0,0,1,0,0,1
SIR.5.9,EPH.4.14,0,0,0,1,0,0,1
SIR.50.20,LUK.24.50,0,0,0,1,0,0,1
SIR.50.22,LUK.24.53,0,0,0,1,0,0,1
SIR.50.25,JHN.4.9,0,0,0,1,0,0,1
SIR.51.1,LUK.10.21,0,0,0,1,0,0,1
SIR.51.1,MAT.11.25,0,0,0,1,0,0,1
SIR.51.23,MAT.11.28,0,0,0,1,0,0,1
SIR.51.26,MAT.11.29,0,0,0,1,0,0,1
SIR.6.19,1CO.9.19,0,0,0,1,0,0,1
SIR.6.24,MAT.11.29,0,0,0,1,0,0,1
SIR.6.28,MAT.11.29,0,0,0,1,0,0,1
SIR.7.14,MAT.6.7,0,0,0,1,0,0,1
SIR.7.32,MAT.25.36,0,0,0,1,0,0,1
SIR.7.34,ROM.12.15,0,0,0,1,0,0,1
SIR.9.8,MAT.5.28,0,0,0,1,0,0,1
TIT.2.11,2MA.3.30,0,0,0,1,0,0,1
TIT.3.4,WIS.1.6,0,0,0,1,0,0,1
TOB.11.9,LUK.2.29,0,0,0,1,0,0,1
TOB.12.12,REV.8.3,0,0,0,1,0,0,1
TOB.12.15,LUK.1.19,0,0,0,1,0,0,1
TOB.12.15,MAT.18.10,0,0,0,1,0,0,1
TOB.12.15,REV.8.2,0,0,0,1,0,0,1
TOB.12.8,ACT.10.2,0,0,0,1,0,0,1
TOB.13.11,1TI.1.17,0,0,0,1,0,0,1
TOB.13.17,REV.21.19,0,0,0,1,0,0,1
TOB.13.18,REV.19.1,0,0,0,1,0,0,1
TOB.13.7,1TI.1.17,0,0,0,1,0,0,1
TOB.14.4,LUK.13.25,0,0,0,1,0,0,1
TOB.14.4,MAT.23.38,0,0,0,1,0,0,1
TOB.14.5,GAL.4.4,0,0,0,1,0,0,1
TOB.14.5,LUK.21.24,0,0,0,1,0,0,1
TOB.14.5,MRK.1.15,0,0,0,1,0,0,1
TOB.2.2,LUK.14.13,0,0,0,1,0,0,1
TOB.3.17,LUK.15.12,0,0,0,1,0,0,1
TOB.4.10,JAS.2.13,0,0,0,1,0,0,1
TOB.4.14,JAS.5.4,0,0,0,1,0,0,1
TOB.4.15,MAT.7.12,0,0,0,1,0,0,1
TOB.4.17,MAT.25.35,0,0,0,1,0,0,1
TOB.4.3,MAT.8.21,0,0,0,1,0,0,1
TOB.4.6,JHN.3.32,0,0,0,1,0,0,1
TOB.5.15,MAT.20.2,0,0,0,1,0,0,1
TOB.5.19,1CO.4.13,0,0,0,1,0,0,1
TOB.7.10,LUK.12.19,0,0,0,1,0,0,1
TOB.7.17,ACT.17.24,0,0,0,1,0,0,1
TOB.7.17,LUK.10.17,0,0,0,1,0,0,1
TOB.7.17,MAT.11.25,0,0,0,1,0,0,1
WIS.1.11,JAS.4.11,0,0,0,1,0,0,1
WIS.1.14,REV.4.11,0,0,0,1,0,0,1
WIS.1.6,1PE.2.25,0,0,0,1,0,0,1
WIS.1.6,TIT.3.4,0,0,0,1,0,0,1
WIS.10.16,2CO.12.12,0,0,0,1,0,0,1
WIS.10.17,HEB.11.6,0,0,0,1,0,0,1
WIS.10.6,2PE.2.7,0,0,0,1,0,0,1
WIS.11.14,ROM.1.23,0,0,0,1,0,0,1
WIS.11.22,ROM.2.4,0,0,0,1,0,0,1
WIS.11.9,1CO.4.14,0,0,0,1,0,0,1
WIS.12.10,HEB.12.17,0,0,0,1,0,0,1
WIS.12.12,ROM.9.19,0,0,0,1,0,0,1
WIS.12.13,1PE.5.7,0,0,0,1,0,0,1
WIS.12.19,ACT.11.18,0,0,0,1,0,0,1
WIS.12.24,ROM.1.23,0,0,0,1,0,0,1
WIS.13.1,1CO.15.34,0,0,0,1,0,0,1
WIS.13.1,HEB.11.10,0,0,0,1,0,0,1
WIS.13.1,ROM.1.21,0,0,0,1,0,0,1
WIS.13.10,ACT.17.29,0,0,0,1,0,0,1
WIS.13.6,ACT.17.27,0,0,0,1,0,0,1
WIS.14.20,ACT.17.23,0,0,0,1,0,0,1
WIS.15.1,LUK.6.35,0,0,0,1,0,0,1
WIS.15.11,JHN.20.22,0,0,0,1,0,0,1
WIS.15.17,ACT.17.23,0,0,0,1,0,0,1
WIS.15.3,JHN.17.3,0,0,0,1,0,0,1
WIS.15.7,ROM.9.21,0,0,0,1,0,0,1
WIS.15.8,LUK.12.20,0,0,0,1,0,0,1
WIS.16.13,MAT.16.18,0,0,0,1,0,0,1
WIS.16.13,ROM.10.7,0,0,0,1,0,0,1
WIS.16.22,REV.8.7,0,0,0,1,0,0,1
WIS.16.26,MAT.4.4,0,0,0,1,0,0,1
WIS.16.6,1CO.11.24,0,0,0,1,0,0,1
WIS.16.9,REV.9.3,0,0,0,1,0,0,1
WIS.17.1,ROM.11.33,0,0,0,1,0,0,1
WIS.17.11,ROM.2.15,0,0,0,1,0,0,1
WIS.17.14,1TH.5.3,0,0,0,1,0,0,1
WIS.17.15,MRK.6.49,0,0,0,1,0,0,1
WIS.17.17,GAL.6.1,0,0,0,1,0,0,1
WIS.17.2,MAT.22.13,0,0,0,1,0,0,1
WIS.18.1,ACT.22.9,0,0,0,1,0,0,1
WIS.18.1,ACT.9.7,0,0,0,1,0,0,1
WIS.18.14,1TH.5.2,0,0,0,1,0,0,1
WIS.18.14,REV.8.1,0,0,0,1,0,0,1
WIS.18.15,HEB.4.12,0,0,0,1,0,0,1
WIS.18.15,JHN.3.12,0,0,0,1,0,0,1
WIS.18.16,REV.2.12,0,0,0,1,0,0,1
WIS.18.25,HEB.11.28,0,0,0,1,0,0,1
WIS.19.10,ACT.13.17,0,0,0,1,0,0,1
WIS.19.7,1CO.10.1,0,0,0,1,0,0,1
WIS.2.10,JAS.5.6,0,0,0,1,0,0,1
WIS.2.11,ROM.9.31,0,0,0,1,0,0,1
WIS.2.12,JAS.5.6,0,0,0,1,0,0,1
WIS.2.13,MAT.27.43,0,0,0,1,0,0,1
WIS.2.16,JHN.5.18,0,0,0,1,0,0,1
WIS.2.17,HEB.13.7,0,0,0,1,0,0,1
WIS.2.17,MRK.15.29,0,0,0,1,0,0,1
WIS.2.18,MAT.27.43,0,0,0,1,0,0,1
WIS.2.19,JAS.5.6,0,0,0,1,0,0,1
WIS.2.19,PHP.4.5,0,0,0,1,0,0,1
WIS.2.22,MRK.4.11,0,0,0,1,0,0,1
WIS.2.23,1CO.11.7,0,0,0,1,0,0,1
WIS.2.24,JHN.8.44,0,0,0,1,0,0,1
WIS.2.24,ROM.5.12,0,0,0,1,0,0,1
WIS.2.5,1CO.15.32,0,0,0,1,0,0,1
WIS.3.17,ACT.19.27,0,0,0,1,0,0,1
WIS.3.18,1TH.4.13,0,0,0,1,0,0,1
WIS.3.4,JAS.1.2,0,0,0,1,0,0,1
WIS.3.7,LUK.19.44,0,0,0,1,0,0,1
WIS.3.8,1CO.6.2,0,0,0,1,0,0,1
WIS.3.9,JHN.15.9,0,0,0,1,0,0,1
WIS.4.10,HEB.11.5,0,0,0,1,0,0,1
WIS.4.19,ACT.1.18,0,0,0,1,0,0,1
WIS.4.2,1CO.9.25,0,0,0,1,0,0,1
WIS.5.15,2TI.4.8,0,0,0,1,0,0,1
WIS.5.16,EPH.6.12,0,0,0,1,0,0,1
WIS.5.17,1TH.5.8,0,0,0,1,0,0,1
WIS.5.17,EPH.6.14,0,0,0,1,0,0,1
WIS.5.18,EPH.6.16,0,0,0,1,0,0,1
WIS.5.20,EPH.6.16,0,0,0,1,0,0,1
WIS.5.21,LUK.21.25,0,0,0,1,0,0,1
WIS.5.4,JHN.10.20,0,0,0,1,0,0,1
WIS.5.5,ACT.20.32,0,0,0,1,0,0,1
WIS.5.5,ACT.26.18,0,0,0,1,0,0,1
WIS.5.6,2PE.2.2,0,0,0,1,0,0,1
WIS.6.17,JHN.14.15,0,0,0,1,0,0,1
WIS.6.17,ROM.13.10,0,0,0,1,0,0,1
WIS.6.2,ROM.13.1,0,0,0,1,0,0,1
WIS.6.6,ACT.10.36,0,0,0,1,0,0,1
WIS.7.1,ACT.10.26,0,0,0,1,0,0,1
WIS.7.11,MAT.6.33,0,0,0,1,0,0,1
WIS.7.18,ACT.17.26,0,0,0,1,0,0,1
WIS.7.22,HEB.4.12,0,0,0,1,0,0,1
WIS.7.23,PHP.4.13,0,0,0,1,0,0,1
WIS.7.24,1CO.1.24,0,0,0,1,0,0,1
WIS.7.25,HEB.1.3,0,0,0,1,0,0,1
WIS.7.27,JAS.2.23,0,0,0,1,0,0,1
WIS.7.3,ACT.14.15,0,0,0,1,0,0,1
WIS.7.7,EPH.1.17,0,0,0,1,0,0,1
WIS.8.3,ACT.10.36,0,0,0,1,0,0,1
WIS.8.8,1TH.5.1,0,0,0,1,0,0,1
WIS.8.8,JHN.4.48,0,0,0,1,0,0,1
WIS.9.1,ACT.17.24,0,0,0,1,0,0,1
WIS.9.1,ACT.17.25,0,0,0,1,0,0,1
WIS.9.1,JHN.1.3,0,0,0,1,0,0,1
WIS.9.13,1CO.2.16,0,0,0,1,0,0,1
WIS.9.15,2CO.5.1,0,0,0,1,0,0,1
WIS.9.15,2CO.5.4,0,0,0,1,0,0,1
WIS.9.16,JHN.3.12,0,0,0,1,0,0,1
WIS.9.3,EPH.4.24,0,0,0,1,0,0,1
WIS.9.9,ACT.17.24,0,0,0,1,0,0,1
